PartitionKey,RowKey,Timestamp,tweetText,Score,Prob,0.695411405,timeOfTweet
Ben Carson,7.03957E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03957E+17,2/28/2016 3:06:11 PM +00:00,"Lmao @ Ben Carson's response to ""if young metro dont trust you""",1,0.653069556,-60.88748203,
Ben Carson,7.03957E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03957E+17,2/28/2016 3:06:13 PM +00:00,RT @svvave: obama woulda knew RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/GCB…,1,0.758947074,91.36414608,
Ben Carson,7.03957E+17,2/28/2016 3:06:12 PM +00:00,Carson Says Chances Are 'Good' To Be Elected President? He better than President! He's helping Gilberti w Pope now! https://t.co/w7MdKk5o7i,1,0.659130633,-52.17166709,
Ben Carson,7.03957E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03957E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03957E+17,2/28/2016 3:06:13 PM +00:00,RT @RawStory: Ben Carson: GOP voters won’t hand nomination to Trump because they’re not ‘quite that dense’ https://t.co/3VUc5o0vhS https://…,1,0.706349492,15.72894375,
Ben Carson,7.03957E+17,2/28/2016 3:06:13 PM +00:00,"We need to back Dr Ben Carson! As citizens of the USA, we need to fix our country! We need @RealBenCarson for Prez https://t.co/q9AiIIENlj",1,0.711019635,22.44459881,
Ben Carson,7.03957E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03957E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03957E+17,2/28/2016 3:06:13 PM +00:00,"RT @Donovansleeps: Before Steph, I haven't seen hands so gifted since Ben Carson 👐",1,0.669221342,-37.66125116,
Ben Carson,7.03957E+17,2/28/2016 3:06:13 PM +00:00,RT @svvave: obama woulda knew RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/GCB…,1,0.758947074,91.36414608,
Ben Carson,7.03957E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03957E+17,2/28/2016 3:06:13 PM +00:00,RT @svvave: obama woulda knew RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/GCB…,1,0.758947074,91.36414608,
Ben Carson,7.03957E+17,2/28/2016 3:06:13 PM +00:00,It's OFFICIAL! Dr. Ben Carson Just Made a MAJOR ANNOUNCEMENT - It Will Make You Stand Up  https://t.co/MaICVJ6lnk,1,0.676503479,-27.18955366,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,"@DineshDSouza Ben Carson needs your help investigating why pollsters &amp; media r leaving his name off surveys, lists &amp; graphics of candidates.",1,0.66065371,-49.98148517,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @svvave: obama woulda knew RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/GCB…,1,0.758947074,91.36414608,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @LemmingDad: Ben Carson shows up at the debates because his family hasn't figured out how to take away his car keys yet.,1,0.7199983,35.35589824,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,"RT @mitchellvii: I think Ben Carson is staying in the race to matter as long as possible, simple as that.",1,0.699262321,5.53760805,
Ben Carson,7.03958E+17,2/28/2016 3:06:12 PM +00:00,RT @svvave: obama woulda knew RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/GCB…,1,0.758947074,91.36414608,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,"In Irving, Ben Carson says he has been offered money, political support to drop out https://t.co/btWvvoBHxC",1,0.703290343,11.32989483,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @KofieSpeaks: Ben Carson had a chance to win the election in one question. https://t.co/xodIWRyV7I,1,0.738091052,61.37323325,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @zekNcashe: get ben carson the fuck outta here b https://t.co/2ehgYStEoV,1,0.680389762,-21.60108845,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,"RT @ComplexMusic: If Young Metro Don't Trust You, Ben Carson Has A Solution https://t.co/rsTpjpjM56",1,0.702404499,10.05605287,
Ben Carson,7.03958E+17,2/28/2016 3:06:12 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,Ben Carson on Trump getting elected: voters not 'that dense' https://t.co/mqI2HPxenn,1,0.69135505,-5.833030001,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,"RT @OhEmmeG: Ben Carson really ruined his legacy. he almost made it through life without anyone knowing he was a dumb ass, then he ran for …",1,0.613366246,-117.9807498,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,Ben Carson on Trump getting elected: voters not 'that dense' https://t.co/3QwCV9Kfoi,1,0.69135505,-5.833030001,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,Ben Carson: GOP voters won’t hand nomination to Trump because they’re not ‘quite that dense’ https://t.co/K2SywlaK5c,1,0.682599366,-18.42368329,
Ben Carson,7.03958E+17,2/28/2016 3:06:12 PM +00:00,"RT @FrankLuntz: Ben Carson’s ""everyone has rights",1,0.669471681,-37.30126352,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,Ben Carson to hold Lexington town hall - The Courier-Journal https://t.co/82bYAjSDaB #Lexington,1,0.688208699,-10.35747461,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @svvave: obama woulda knew RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/GCB…,1,0.758947074,91.36414608,
Ben Carson,7.03958E+17,2/28/2016 3:06:12 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,"As black people we ALL can &amp; must do better, but being black putting down other black people won't get your dumbass anywhere..ask Ben Carson",1,0.669221342,-37.66125116,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,#RawStory #Tcot Ben Carson: GOP voters won’t hand nomination to Trump because they’re not... https://t.co/dfrvtoBH1s #Feminism #Uniteblue,1,0.682599366,-18.42368329,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @guardian: Ben Carson on Trump getting elected: voters not 'that dense' https://t.co/mqI2HPxenn,1,0.708456516,18.75883969,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,"RT @hpmemphis: Dr.Ben Carson will not be sharing his testimony at Highpoint today, but that doesn't mean we don't have an amazing service i…",1,0.66444695,-44.52681536,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,#RawStory #Bigots Ben Carson: GOP voters won’t hand nomination to Trump because they’re n... https://t.co/Ce7BdKJhXM #UniteBlue #Liberals,1,0.673712492,-31.20298725,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,Can I meet you today @RealBenCarson? I am thankful to be a Ben Carson's Scholar! I want to thank you! I am at @bellevuememphis today! 🙏🏼🙏🏼🙏🏼,1,0.62204659,-105.4984356,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,Ben Carson: GOP voters won’t hand nomination to Trump because they’re not ‘quite that dense’: Asked if Do... https://t.co/hfHnYGt4w1 #LVN,1,0.673712492,-31.20298725,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,"RT @NathanZed: I can't even imagine Ben Carson saying ""I'm gon shoot you""  https://t.co/jCDtZ37kSS",1,0.752737522,82.43482419,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @guardian: Ben Carson on Trump getting elected: voters not 'that dense' https://t.co/mqI2HPxenn,1,0.708456516,18.75883969,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @guardian: Ben Carson on Trump getting elected: voters not 'that dense' https://t.co/mqI2HPxenn,1,0.708456516,18.75883969,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @svvave: obama woulda knew RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/GCB…,1,0.758947074,91.36414608,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03958E+17,2/28/2016 3:06:12 PM +00:00,RT @svvave: obama woulda knew RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/GCB…,1,0.758947074,91.36414608,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,"RT @OhEmmeG: Ben Carson really ruined his legacy. he almost made it through life without anyone knowing he was a dumb ass, then he ran for …",1,0.613366246,-117.9807498,
Ben Carson,7.03958E+17,2/28/2016 3:06:14 PM +00:00,RT @svvave: obama woulda knew RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/GCB…,1,0.758947074,91.36414608,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,⚰ RT @KofieSpeaks: Ben Carson had a chance to win the election in one question. https://t.co/7aoBhDxIhi,1,0.742007613,67.00523982,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/QuAcaGjKl0,1,0.735898674,58.22059867,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,RT @svvave: obama woulda knew RT @ComplexMag: We couldn't pass up on our chance to ask Ben Carson this important question. https://t.co/GCB…,1,0.758947074,91.36414608,
Ben Carson,7.03958E+17,2/28/2016 3:06:13 PM +00:00,"RT @MaggieJordanACN: Ben Carson, running the safest book tour"" ever with federal dollars. https://t.co/DZ9NJ8tKuP""",1,0.69783324,3.482592915,
